Date,Open,High,Low,Close,Adj Close,Volume
2023-11-14,23.719999,23.719999,23.719999,23.719999,22.110292,0
2023-11-15,23.770000,23.770000,23.770000,23.770000,22.156900,0
2023-11-16,23.700001,23.700001,23.700001,23.700001,22.091650,0
2023-11-17,23.820000,23.820000,23.820000,23.820000,22.203506,0
2023-11-20,24.219999,24.219999,24.219999,24.219999,22.576361,0
2023-11-21,23.799999,23.799999,23.799999,23.799999,22.184862,0
2023-11-22,23.730000,23.730000,23.730000,23.730000,22.119614,0
2023-11-24,23.650000,23.650000,23.650000,23.650000,22.045042,0
2023-11-27,23.620001,23.620001,23.620001,23.620001,22.017080,0
2023-11-28,23.480000,23.480000,23.480000,23.480000,21.886580,0
2023-11-29,23.760000,23.760000,23.760000,23.760000,22.147579,0
2023-11-30,23.459999,23.459999,23.459999,23.459999,21.867937,0
2023-12-01,23.559999,23.559999,23.559999,23.559999,21.961151,0
2023-12-04,23.240000,23.240000,23.240000,23.240000,21.662867,0
2023-12-05,23.190001,23.190001,23.190001,23.190001,21.616261,0
2023-12-06,23.030001,23.030001,23.030001,23.030001,21.467119,0
2023-12-07,23.610001,23.610001,23.610001,23.610001,22.007759,0
2023-12-08,23.850000,23.850000,23.850000,23.850000,22.231470,0
2023-12-11,24.360001,24.360001,24.360001,24.360001,22.706861,0
2023-12-12,24.559999,24.559999,24.559999,24.559999,22.893288,0
2023-12-13,24.990000,24.990000,24.990000,24.990000,23.294107,0
2023-12-14,25.700001,25.700001,25.700001,25.700001,23.955925,0
2023-12-15,25.760000,25.760000,25.760000,25.760000,24.011852,0
2023-12-18,25.820000,25.820000,25.820000,25.820000,24.067780,0
2023-12-19,25.860001,25.860001,25.860001,25.860001,24.105066,0
2023-12-20,25.080000,25.080000,25.080000,25.080000,23.377998,0
2023-12-21,24.070000,24.070000,24.070000,24.070000,24.070000,0
2023-12-22,24.100000,24.100000,24.100000,24.100000,24.100000,0
2023-12-26,24.440001,24.440001,24.440001,24.440001,24.440001,0
2023-12-27,24.459999,24.459999,24.459999,24.459999,24.459999,0
2023-12-28,24.430000,24.430000,24.430000,24.430000,24.430000,0
2023-12-29,24.250000,24.250000,24.250000,24.250000,24.250000,0
2024-01-02,23.469999,23.469999,23.469999,23.469999,23.469999,0
2024-01-03,23.010000,23.010000,23.010000,23.010000,23.010000,0
2024-01-04,22.830000,22.830000,22.830000,22.830000,22.830000,0
2024-01-05,23.020000,23.020000,23.020000,23.020000,23.020000,0
2024-01-08,23.950001,23.950001,23.950001,23.950001,23.950001,0
2024-01-09,23.980000,23.980000,23.980000,23.980000,23.980000,0
2024-01-10,24.010000,24.010000,24.010000,24.010000,24.010000,0
2024-01-11,24.150000,24.150000,24.150000,24.150000,24.150000,0
2024-01-12,24.049999,24.049999,24.049999,24.049999,24.049999,0
2024-01-16,24.330000,24.330000,24.330000,24.330000,24.330000,0
2024-01-17,24.160000,24.160000,24.160000,24.160000,24.160000,0
2024-01-18,24.910000,24.910000,24.910000,24.910000,24.910000,0
2024-01-19,25.780001,25.780001,25.780001,25.780001,25.780001,0
2024-01-22,25.870001,25.870001,25.870001,25.870001,25.870001,0
2024-01-23,26.100000,26.100000,26.100000,26.100000,26.100000,0
2024-01-24,26.440001,26.440001,26.440001,26.440001,26.440001,0
2024-01-25,26.309999,26.309999,26.309999,26.309999,26.309999,0
2024-01-26,25.860001,25.860001,25.860001,25.860001,25.860001,0
2024-01-29,26.260000,26.260000,26.260000,26.260000,26.260000,0
2024-01-30,26.010000,26.010000,26.010000,26.010000,26.010000,0
2024-01-31,25.510000,25.510000,25.510000,25.510000,25.510000,0
2024-02-01,25.760000,25.760000,25.760000,25.760000,25.760000,0
2024-02-02,26.290001,26.290001,26.290001,26.290001,26.290001,0
2024-02-05,26.910000,26.910000,26.910000,26.910000,26.910000,0
2024-02-06,26.639999,26.639999,26.639999,26.639999,26.639999,0
2024-02-07,27.160000,27.160000,27.160000,27.160000,27.160000,0
2024-02-08,27.639999,27.639999,27.639999,27.639999,27.639999,0
2024-02-09,28.190001,28.190001,28.190001,28.190001,28.190001,0
2024-02-12,28.160000,28.160000,28.160000,28.160000,28.160000,0
2024-02-13,27.650000,27.650000,27.650000,27.650000,27.650000,0
2024-02-14,28.209999,28.209999,28.209999,28.209999,28.209999,0
2024-02-15,28.030001,28.030001,28.030001,28.030001,28.030001,0
2024-02-16,27.780001,27.780001,27.780001,27.780001,27.780001,0
2024-02-20,27.190001,27.190001,27.190001,27.190001,27.190001,0
2024-02-21,27.010000,27.010000,27.010000,27.010000,27.010000,0
2024-02-22,28.930000,28.930000,28.930000,28.930000,28.930000,0
2024-02-23,28.670000,28.670000,28.670000,28.670000,28.670000,0
2024-02-26,29.010000,29.010000,29.010000,29.010000,29.010000,0
2024-02-27,29.010000,29.010000,29.010000,29.010000,29.010000,0
2024-02-28,28.600000,28.600000,28.600000,28.600000,28.600000,0
2024-02-29,29.299999,29.299999,29.299999,29.299999,29.299999,0
2024-03-01,30.459999,30.459999,30.459999,30.459999,30.459999,0
2024-03-04,30.750000,30.750000,30.750000,30.750000,30.750000,0
2024-03-05,30.320000,30.320000,30.320000,30.320000,30.320000,0
2024-03-06,31.010000,31.010000,31.010000,31.010000,31.010000,0
2024-03-07,32.180000,32.180000,32.180000,32.180000,32.180000,0
2024-03-08,30.780001,30.780001,30.780001,30.780001,30.780001,0
2024-03-11,30.330000,30.330000,30.330000,30.330000,30.330000,0
2024-03-12,31.209999,31.209999,31.209999,31.209999,31.209999,0
2024-03-13,30.520000,30.520000,30.520000,30.520000,30.520000,0
2024-03-14,29.870001,29.870001,29.870001,29.870001,29.870001,0
2024-03-15,29.629999,29.629999,29.629999,29.629999,29.629999,0
2024-03-18,29.690001,29.690001,29.690001,29.690001,29.690001,0
2024-03-19,29.610001,29.610001,29.610001,29.610001,29.610001,0
2024-03-20,30.160000,30.160000,30.160000,30.160000,30.160000,0
2024-03-21,30.850000,30.850000,30.850000,30.850000,30.850000,0
2024-03-22,31.030001,31.030001,31.030001,31.030001,31.030001,0
2024-03-25,31.090000,31.090000,31.090000,31.090000,31.090000,0
2024-03-26,30.780001,30.780001,30.780001,30.780001,30.780001,0
2024-03-27,30.900000,30.900000,30.900000,30.900000,30.900000,0
2024-03-28,30.830000,30.830000,30.830000,30.830000,30.830000,0
2024-04-01,31.150000,31.150000,31.150000,31.150000,31.150000,0
2024-04-02,30.650000,30.650000,30.650000,30.650000,30.650000,0
2024-04-03,30.820000,30.820000,30.820000,30.820000,30.820000,0
2024-04-04,29.990000,29.990000,29.990000,29.990000,29.990000,0
2024-04-05,30.459999,30.459999,30.459999,30.459999,30.459999,0
2024-04-08,30.459999,30.459999,30.459999,30.459999,30.459999,0
2024-04-09,30.620001,30.620001,30.620001,30.620001,30.620001,0
2024-04-10,30.299999,30.299999,30.299999,30.299999,30.299999,0
2024-04-11,31.120001,31.120001,31.120001,31.120001,31.120001,0
2024-04-12,30.110001,30.110001,30.110001,30.110001,30.110001,0
2024-04-15,29.540001,29.540001,29.540001,29.540001,29.540001,0
2024-04-16,29.840000,29.840000,29.840000,29.840000,29.840000,0
2024-04-17,28.900000,28.900000,28.900000,28.900000,28.900000,0
2024-04-18,28.459999,28.459999,28.459999,28.459999,28.459999,0
2024-04-19,26.950001,26.950001,26.950001,26.950001,26.950001,0
2024-04-22,27.510000,27.510000,27.510000,27.510000,27.510000,0
2024-04-23,28.280001,28.280001,28.280001,28.280001,28.280001,0
2024-04-24,28.379999,28.379999,28.379999,28.379999,28.379999,0
2024-04-25,29.150000,29.150000,29.150000,29.150000,29.150000,0
2024-04-26,30.160000,30.160000,30.160000,30.160000,30.160000,0
2024-04-29,30.330000,30.330000,30.330000,30.330000,30.330000,0
2024-04-30,29.889999,29.889999,29.889999,29.889999,29.889999,0
2024-05-01,28.870001,28.870001,28.870001,28.870001,28.870001,0
2024-05-02,29.600000,29.600000,29.600000,29.600000,29.600000,0
2024-05-03,30.340000,30.340000,30.340000,30.340000,30.340000,0
2024-05-06,31.020000,31.020000,31.020000,31.020000,31.020000,0
2024-05-07,30.820000,30.820000,30.820000,30.820000,30.820000,0
2024-05-08,30.780001,30.780001,30.780001,30.780001,30.780001,0
2024-05-09,30.549999,30.549999,30.549999,30.549999,30.549999,0
2024-05-10,30.830000,30.830000,30.830000,30.830000,30.830000,0
2024-05-13,30.990000,30.990000,30.990000,30.990000,30.990000,0
2024-05-14,31.450001,31.450001,31.450001,31.450001,31.450001,0
2024-05-15,32.360001,32.360001,32.360001,32.360001,32.360001,0
2024-05-16,32.130001,32.130001,32.130001,32.130001,32.130001,0
2024-05-17,31.840000,31.840000,31.840000,31.840000,31.840000,0
2024-05-20,32.490002,32.490002,32.490002,32.490002,32.490002,0
2024-05-21,32.459999,32.459999,32.459999,32.459999,32.459999,0
2024-05-22,32.669998,32.669998,32.669998,32.669998,32.669998,0
2024-05-23,33.060001,33.060001,33.060001,33.060001,33.060001,0
2024-05-24,33.689999,33.689999,33.689999,33.689999,33.689999,0
2024-05-28,34.570000,34.570000,34.570000,34.570000,34.570000,0
2024-05-29,34.099998,34.099998,34.099998,34.099998,34.099998,0
2024-05-30,33.639999,33.639999,33.639999,33.639999,33.639999,0
2024-05-31,33.250000,33.250000,33.250000,33.250000,33.250000,0
2024-06-03,33.650002,33.650002,33.650002,33.650002,33.650002,0
2024-06-04,33.389999,33.389999,33.389999,33.389999,33.389999,0
2024-06-05,34.959999,34.959999,34.959999,34.959999,34.959999,0
2024-06-06,34.599998,34.599998,34.599998,34.599998,34.599998,0
2024-06-07,34.450001,34.450001,34.450001,34.450001,34.450001,0
2024-06-10,34.990002,34.990002,34.990002,34.990002,34.990002,0
2024-06-11,34.950001,34.950001,34.950001,34.950001,34.950001,0
2024-06-12,36.020000,36.020000,36.020000,36.020000,36.020000,0
2024-06-13,36.380001,36.380001,36.380001,36.380001,36.380001,0
2024-06-14,36.310001,36.310001,36.310001,36.310001,36.310001,0
2024-06-17,36.650002,36.650002,36.650002,36.650002,36.650002,0
2024-06-18,37.279999,37.279999,37.279999,37.279999,37.279999,0
2024-06-20,36.240002,36.240002,36.240002,36.240002,36.240002,0
2024-06-21,35.730000,35.730000,35.730000,35.730000,35.730000,0
2024-06-24,34.560001,34.560001,34.560001,34.560001,34.560001,0
2024-06-25,35.470001,35.470001,35.470001,35.470001,35.470001,0
2024-06-26,35.439999,35.439999,35.439999,35.439999,35.439999,0
2024-06-27,35.130001,35.130001,35.130001,35.130001,35.130001,0
2024-06-28,35.290001,35.290001,35.290001,35.290001,35.290001,0
2024-07-01,35.299999,35.299999,35.299999,35.299999,35.299999,0
2024-07-02,35.680000,35.680000,35.680000,35.680000,35.680000,0
2024-07-03,36.450001,36.450001,36.450001,36.450001,36.450001,0
2024-07-05,36.330002,36.330002,36.330002,36.330002,36.330002,0
2024-07-08,36.880001,36.880001,36.880001,36.880001,36.880001,0
2024-07-09,36.910000,36.910000,36.910000,36.910000,36.910000,0
2024-07-10,37.849998,37.849998,37.849998,37.849998,37.849998,0
2024-07-11,36.430000,36.430000,36.430000,36.430000,36.430000,0
2024-07-12,37.020000,37.020000,37.020000,37.020000,37.020000,0
2024-07-15,36.950001,36.950001,36.950001,36.950001,36.950001,0
2024-07-16,37.029999,37.029999,37.029999,37.029999,37.029999,0
2024-07-17,34.650002,34.650002,34.650002,34.650002,34.650002,0
2024-07-18,34.810001,34.810001,34.810001,34.810001,34.810001,0
2024-07-19,33.779999,33.779999,33.779999,33.779999,33.779999,0
2024-07-22,35.169998,35.169998,35.169998,35.169998,35.169998,0
2024-07-23,34.540001,34.540001,34.540001,34.540001,34.540001,0
2024-07-24,32.630001,32.630001,32.630001,32.630001,32.630001,0
2024-07-25,31.900000,31.900000,31.900000,31.900000,31.900000,0
2024-07-26,32.439999,32.439999,32.439999,32.439999,32.439999,0
2024-07-29,32.450001,32.450001,32.450001,32.450001,32.450001,0
2024-07-30,30.950001,30.950001,30.950001,30.950001,30.950001,0
2024-07-31,33.450001,33.450001,33.450001,33.450001,33.450001,0
2024-08-01,31.100000,31.100000,31.100000,31.100000,31.100000,0
2024-08-02,29.860001,29.860001,29.860001,29.860001,29.860001,0
2024-08-05,29.200001,29.200001,29.200001,29.200001,29.200001,0
